순번	구분	기관명	채용유형	직렬태그	모집직렬_원문	인원	대상	학교장추천	추천마감	접수시작	접수마감	상태	필기일	면접일	최종발표	전형절차	필기과목	가점·자격	성적요건	공고링크	관련서류	출처	비고
	확인필요	한국세라믹기술원	청년인턴(체험형)	용접	사업관리,경영.회계.사무,재료,연구	32	재학생	미표기		2022-07-22	2022-08-08					ㆍ1차 서류전형 : NCS를 기반으로 직무관련 전공, 경력 및 자기소개서 등 평가 / 평가기준 : 교육사항(20), 자격/교육사항(50), 자기소개서/경력기술서(30) / 연구직(3배수), 행정직(5배수) ㆍ2차 면접전형 : 직무 관련 지식, 기술, 태도 및 발전가능성 등 평가 / 평가기준 : 자격/경력사항(40), 발전가능성(20), 인성/리더쉽(20), 지원동기(10), 발표력(10) / 최종선발인원의 1배수(순위부여)		가. 국가보훈대상자(국가유공자 등 예우 및 지원에 관한 법률에 의거) / 전형 단계별 가산점 5, 10% 적용 나. 장애인은 관계법에 의거하여 우대 / 서류전형 가산점 10% 적용 다. 비수도권 지역인재 우대(대학(학부)까지의 최종학력 기준, 대학원 제외) / 서류전형 가산점 5% 적용 국가보훈대상자 및 장애인은 관계법에 의거하여 우대, 비수도권 및 이전지역(경남) 인재 우대(학사까지의 최종학위 기준)		https://www.kicet.re.kr	https://job.alio.go.kr/recruitview.do?idx=241798	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,중졸이하,고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 경기,충북,경남 / 응시자격: ㆍ성별 제한 없음 ㆍ채용일 기준 만 34세 이하인 자에 한함 ㆍ2023년 2월 졸업예정자 포함(단, 졸업예정증명서 등 서류 발급가능자) ㆍ입사 예정일(기술원 사정에 의해 변경 가능)에 근무가 가능한 자 ㆍ블라인드 채용기준을 준수하여 응시원서 작성
	확인필요	한국세라믹기술원	무기계약직	기계;용접;시설	경영.회계.사무,경비.청소,기계,재료,환경.에너지.안전,연구	5	재학생	미표기		2022-07-22	2022-08-08					ㆍ1차 서류전형 : NCS를 기반으로 직무관련 전공, 경력 및 자기소개서 등 평가 / 평가기준 : 교육사항(20), 연구실적(40, 연구직에 한함), 자격/교육사항(20/50), 자기소개서/경력기술서(20/30) / 연구직(3배수), 행정직(5배수) ㆍ2차 면접전형 : 직무 관련 지식, 기술, 태도 및 발전가능성 등 평가 / 평가기준 : 전공/연구실적(20, 연구직군에 한함), 자격/경력사항(20/40), 발전가능성(20), 인성/리더쉽(20), 지원동기(10), 발표력(10) / 최종선발인원의 1배수(순위부여)		가. 국가보훈대상자(국가유공자 등 예우 및 지원에 관한 법률에 의거) / 전형 단계별 가산점 5, 10% 적용 나. 장애인은 관계법에 의거하여 우대 / 서류전형 가산점 10% 적용 다. 비수도권 지역인재 우대(대학(학부)까지의 최종학력 기준, 대학원 제외) / 서류전형 가산점 5% 적용 라. 기술원 청년인턴 경력자 / 서류전형 가산점 5% 적용 국가보훈대상자 및 장애인은 관계법에 의거하여 우대, 비수도권 및 이전지역(경남) 인재 우대(학사까지의 최종학위 기준), 기술원 청년인턴 경력자 우대		https://www.kicet.re.kr	https://job.alio.go.kr/recruitview.do?idx=241793	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,중졸이하,고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 경기,경남 / 응시자격: ㆍ성별 제한 없음 ㆍ남성의 경우 병역필 또는 면제자(전문연구요원으로 전입이 가능한 자 포함) ㆍ2023년 2월 졸업예정자 포함(단, 졸업예정증명서 등 서류 발급가능자) ㆍ입사 예정일(기술원 사정에 의해 변경 가능)에 근무가 가능한 자 ㆍ블라인드 채용기준을 준수하여 응시원서 작성
	확인필요	한국발명진흥회	정규직	시설	사업관리,경영.회계.사무,교육.자연.사회과학,법률.경찰.소방.교도.국방,환경.에너지.안전	10	재학생	미표기		2022-08-03	2022-08-16					[서류전형] - 외국어, 자격증 등 정량평가, 평가지표의 합 고득점 순 - 60배수 내외 선발 [필기전형] - 직업기초능력평가 : 의사소통능력, 문제해결능력 등 - 직무수행능력평가 : 각 직무별(일반행정, 이공계, 안전관리) 직무수행능력 - 인성검사 : 면접 시 참고자료로 활용 - 6배수 내외 선발 [역량면접] - 실무진 면접(토론면접 포함) - 지식재산사업관리 : 2배수 내외 선발 / 안전관리 : 3배수 내외 선발 [최종면접] - 경영진 면접(다대일 면접)		[공통] 청년, 등록장애인, 비수도권 지역인재, 공공기관 인턴 등 [안전관리] 산업안전지도사, 산업안전기사, 산업안전산업기사, 건설안전기사, 건설안전산업기사 등 채용분야별 상이함에 따라 자세한 사항은 채용공고를 확인해주시기 바랍니다. [공통] 청년, 등록장애인, 비수도권 지역인재, 공공기관 인턴 등 [안전관리] 산업안전지도사, 산업안전기사, 산업안전산업기사, 건설안전기사, 건설안전산업기사 등 채용분야별 상이함에 따라 자세한 사항은 채용공고를 확인해주시기 바랍니다.		https://www.kipa.org/kipa/notice/recruit_notice.jsp?mode=view&article_no=96525&board_wrapper=%2Fkipa%2Fnotice%2Frecruit_notice.jsp&pager.offset=0&board_no=1345	https://job.alio.go.kr/recruitview.do?idx=242429	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울 / 응시자격: [공통] - 한국발명진흥회 인사규정에 명시된 결격사유에 해당되지 않는 자 - 남자인 경우 병역필 또는 면제자 - 해외여행에 결격사유가 없는 자 - 채용 확정 후 즉시 근무가능한 자 - 아래 사항 중 어느 하나 이상에 해당하는 자 1) 4년제 정규대학 졸업 이상의 자격이 인정되는 자 * 2023년 2월 졸업예정자까지 인정(
	확인필요	한국의약품안전관리원	정규직,무기계약직,비정규직	전기;전자	사업관리,경영.회계.사무,교육.자연.사회과학,보건.의료,전기.전자,정보통신	39	확인필요	미표기		2022-07-29	2022-08-16					o 서류전형 : 지원자 모두를 대상으로 지원분야에 관련되는 지원자격(자격증, 전공 등)이 소정의 기준에 적합한지 여부를 서면(형식요건)으로 심사하여 적격 또는 부적격을 판단 o 인성검사 및 직무능력검사 : 서류심사 합격자를 대상으로 온라인을 통해 지원자의 인성 및 직무능력검사 실시(면접전형 참고자료로 활용) o 면접전형 : 지원자의 능력요건에 대한 적격성을 심사하고, 불합격 기준에 해당하지 아니하는 자 중에서 심사성적이 각 위원의 채점평균 60점 이상인 자중 고득점자 순으로 최종 합격자를 결정		o 「국가유공자 등 예우 및 지원에 관한 법률」제29조에 의한 취업지원대상자 o 「장애인고용촉진 및 직업재활법」제2조제1호에 의한 장애인 o 본원 근무경력자 o 비수도권 지역인재 ※ 대학까지의 최종학력을 기준으로 비수도권(서울, 인천, 경기 제외) 지역학교를 졸업(예정)한 자 대상 취업지원대상자, 장애인, 비수도권지역인재		https://www.drugsafe.or.kr/iwt/ds/ko/bbs/EgovBbs.do?bbsId=BBSMSTR_000000000011&nttId=4287	https://job.alio.go.kr/recruitview.do?idx=242175	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 경기 / 응시자격: o 공통 - 임용예정일부터 근무 가능한자 - 연령, 어학 및 성별 제한 없음(단, 정년(60세) 미도래자) - 한국의약품안전관리원 인사규정 제11조(임용결격사유) 미해당자 o 기타 - 일부 모집분야의 경우 약사, 간호사 면허소지자에 한함 * 세부사항은 붙임 공고문 참조
	확인필요	한국환경공단	비정규직	시설	사업관리,화학,환경.에너지.안전	1	재학생	미표기		2022-08-02	2022-08-16					1차전형(서류전형) ⇒ 2차전형(면접전형) ⇒ 최종합격자 결정 * 서류전형 지원자가 2배수 미만 시 해당인원 채용을 재공고하고, 재공고 후에도 서류전형 합격자가 2배수 미만일 경우 면접전형 실시 * 결과통보: 서류전형 및 면접전형 합격자에 한해 개별 통보 * 채용적정성 심의 후 최종합격자에게 결과 통보 예정		가.「국가유공자 예우 및 지원에 관한 법률」등 법정 가점에 따른 취업지원대상자 나.「의사상자 등 예우 및 지원에 관한 법률」에 따른 취업보호대상자 다.「장애인 고용촉진 및 직업재활법」에 따른 장애인 라. 경력단절여성(단절기간 6개월 이상) 및 저소득층*(서류전형에 한함) * (저소득층 인정범위) 「국민기초생활법」상 수급자 및 「한부모가족지원법」상 보호대상자 ※ 가점사항 대상에 중복하여 해당하는 경우 본인에게 유리한 하나만 인정 마. 해당분야 자격증 소지자(첨부의 채용공고문 참조) 관계법령에 의한 취업지원대상자, 취업보호대상자, 장애인, 경력단절여성, 저소득층, 해당분야 자격증 소지자		https://www.keco.or.kr/kr/open/recruit/communityid/9/view.do?p=&idx=39795&f=1&q=	https://job.alio.go.kr/recruitview.do?idx=242354	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울 / 응시자격: ○ 공통사항 - 공단 인사규정 제16조 임용 결격사유가 없는 자 - 공단 인사규정 제59조에 의거 영리업무 및 겸직근무자 제외 ○ 채용자격 기준(촉탁라급) - 해당분야의 기사자격증 소지자 또는 산업기사 자격을 취득한 후 2년 이상 당해분야의 경력이 있는 자 - 고등학교 졸업(동등의 자격이 있다고 국가가 인정하는 경우를 포
	확인필요	한국수자원공사	정규직	시설;기계;전기;전자	사업관리,건설,기계,전기.전자,정보통신,환경.에너지.안전	15	재학생	미표기		2022-08-08	2022-08-22					[채용절차] 1. 직업성격검사 - 조직적응·부적응적 역량 등을 검사하는 온라인 인성 검사 2. 면접전형 : 직무.역량면접(합격예정인원의 1배수 내외 선발) - 직무PT면접(40%) + 자기소개서 기반 경험역량면접(60%) 3. 자격 적부 판정 - 장애인, 고졸인재, 자격증 등 적부 4. 합격자 결정 - 면접전형 점수+가점 고득점자 순 [기타사항] 1. 수습(3개월) 직원으로 채용 후 평가를 통해 일정 점수 이상인 자에 한해 정규직 전환		1. 취업지원대상자 : 면접전형 만점의 5% 또는 10% 2. 재직자 : 면접전형 만점의 5% 또는 10% 3. 산업기사 이상 자격증 소지자 : 면접전형 만점의 2% 또는 5% 취업지원대상자, 재직자, 선발분야 관련 산업기사 이상 자격증 소지자		https://www.kwater.or.kr	https://job.alio.go.kr/recruitview.do?idx=242712	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸 / 근무지: 부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주 / 응시자격: 1. 최종 학력이 고등학교를 졸업하였거나, 졸업예정('23.2월)인 자 2. 공사 인사규정에 의한 채용결격사유가 없는 자 3. 입사일('22. 10. 31.) 부터 현업 전일근무 가능자 4. 장애인 5. 관련분야(토목, 전기, 기계, 전자통신, 환경) 기능사 이상 자격증 보유자(* 시설운영직만 해당)
	확인필요	한국수자원공사	정규직	시설;기계;전기;전자	사업관리,건설,기계,화학,전기.전자,정보통신,환경.에너지.안전	15	재학생	미표기		2022-08-08	2022-08-22					[채용절차] 1. 직업성격검사 - 조직적응·부적응적 역량 등을 검사하는 온라인 인성 검사 2. 면접전형 : 직무.역량면접(합격예정인원의 1배수 내외 선발) - 직무PT면접(40%) + 자기소개서 기반 경험역량면접(60%) 3. 자격 적부 판정 - 취업지원대상자, 고졸인재, 자격증 등 적부 4. 합격자 결정 - 면접전형 점수+가점 고득점자 순 [기타사항] 1. 수습(3개월) 직원으로 채용 후 평가를 통해 일정 점수 이상인 자에 한해 정규직 전환		1. 취업지원대상자 : 면접전형 만점의 5% 또는 10% 2. 재직자 : 면접전형 만점의 5% 또는 10% 3. 장애인 : 면접전형 만점의 10% 4. 산업기사 이상 자격증 소지자 : 면접전형 만점의 2% 또는 5% 취업지원대상자, 장애인, 재직 중인 직원, 인정 자격증(산업기사 이상) 소지자		https://www.kwater.or.kr	https://job.alio.go.kr/recruitview.do?idx=242709	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸 / 근무지: 부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주 / 응시자격: 1. 최종 학력이 고등학교를 졸업하였거나, 졸업예정('23.2월)인 자 2. 관련분야(토목, 전기, 기계, 전자통신, 환경) 기능사 이상 자격증 보유자 3. 공사 인사규정에 의한 채용결격사유가 없는 자 4. 입사일('22. 10. 31.) 부터 현업 전일근무 가능자 5. 취업지원 대상자
	확인필요	한국수자원공사	정규직	시설;기계;전기;전자	사업관리,건설,기계,전기.전자,정보통신,환경.에너지.안전	40	재학생	미표기		2022-08-08	2022-08-22					[채용절차] 1. 1차전형 : NCS 직업기초능력평가 및 직무능력평가 (합격예정인원의 2~4배수 선발) - NCS 직업기초능력평가 : 문제해결, 의사소통, 수리, 자원관리 (총 40문항, 40분) - 직무능력평가 : 정수시설운영관리사 3급 수준(30문항, 30분) 2. 직업성격검사(1차전형 합격자 대상) - 조직적응·부적응적 역량 등을 검사하는 온라인 인성 검사 3. 2차전형 : 직무.역량면접 (합격예정인원의 1배수 내외 선발) - 직무PT면접(40%) + 자기소개서 기반 경험역량면접(60%) 4. 자격 적부판정 - 합격예정자 대상 제출서류 기반 입사지원 자격요건 적합여부 확인 5. 합격자 결정 : 1차+2차전형 결과 합산하여 고득점자 순 [기타사항] 1. 수습(3개월) 직원으로 채용 후 평가를 통해 일정 점수 이상인 자에 한해 정규직 전환		1. 취업지원대상자 : 전형별 만점의 5% 또는 10% 2. 장애인 : 전형별 만점의 10% 3. 재직중인 직원 : 2년 이상 3년 미만 근무자(필기전형 만점의 5%), 3년 이상 근무자(필기전형 만점의 10%) 4. 선발분야 관련 자격증 소지자 : 산업기사(필기전형 만점의 2%), 기사 이상(필기전형 만점의 5%) 취업지원대상자, 장애인, K-water 재직 중인 직원, 인정 자격증(산업기사 이상) 소지자		https://www.kwater.or.kr	https://job.alio.go.kr/recruitview.do?idx=242706	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸 / 근무지: 부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주 / 응시자격: 1. 최종 학력이 고등학교를 졸업하였거나, 졸업예정('23.2월)인 자 2. 관련분야(토목, 전기, 기계, 전자통신, 환경) 기능사 이상 자격증 보유자 3. 공사 인사규정에 의한 채용결격사유가 없는 자 4. 입사일('22. 10. 31.) 부터 현업 전일근무 가능자
	확인필요	한국항로표지기술원	정규직,무기계약직	전기;전자	문화.예술.디자인.방송,경비.청소,전기.전자	4	확인필요	미표기		2022-08-05	2022-08-22					1차 서류전형: 배점 100점, 5배수 이내 2차 면접: 배점 100점		- 장애인 「장애인 고용촉진 및 직업재활 보호법」 제2조에 의한 장애인 가산비율: 5% 적용전형: 서류 및 면접 - 지역인재 「혁신도시 조성 및 발전에 관한 특별법」 제29조의2에 의한 지역인재 가산비율: 5% 적용전형: 서류 및 면접 - 한국사능력검정시험 가산비율: 1급 3%, 2급 2% 적용전형: 서류 「장애인 고용촉진 및 직업재활 보호법」 제2조에 의한 장애인, 「혁신도시 조성 및 발전에 관한 특별법」 제29조의2에 의한 지역인재, 한국사능력검정시험 1급 및 2급		https://www.katon.or.kr/	https://job.alio.go.kr/recruitview.do?idx=242648	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 전남,경북 / 응시자격: - 학예직 2급 1. 1급 정학예사 자격증*을 가진 사람 2. 2급 정학예사 이상의 자격증*을 소지한 후, 등록된 박물관·미술관**에서 실무경력이 7년 이상인 사람 * 박물관 및 미술관 진흥법 제6조에 의한 학예사 자격증 ** 박물관 및 미술관 진흥법 제3조에 의한 박물관 및 미술관 *** 위 자격 요건 중 1가지 자격에
	확인필요	코레일테크(주)	무기계약직	시설;전기;전자	경영.회계.사무,경비.청소,건설,전기.전자,정보통신	203	확인필요	미표기		2022-08-12	2022-08-26					1차(서류): 5배수 2차(체력검증 또는 실기): 적격자 전원 3차(면접): 1배수 ※ 최종합격자는 3개월간 시용(수습)사원으로 임용되며, 시용(수습)기간 종료 시 근무실적 등을 종합평가 후 공무직(무기계약직) 임용 ※ 보다 자세한 사항은 첨부파일의 채용공고문을 참조		- 취업보호대상자 ① 국가유공자 등 예우 및 지원에 관한 법률 제31조 및 이를 준용하는 법률에 의하여 취업지원을 받을 수 있는 취업보호(지원) 대상자 ② 각 전형마다 만점의 40%이상 득점한 자에 한하여 만점의 5% 또는 10% 가산 ③ 취업보호대상자 가산점부여 합격은 모집인원별 선발예정인원의 30%를 초과할 수 없음 ※ 취업지원대상자 증명서발급 시 제출처는 “코레일테크(주)”로 발급(“코레일”로 발급 시 가산점 미부여) ※ 가산점 부여 항목 중복 시 본인에게 유리한 것 하나만 적용되며, 원서접수 시 증명서를 제출하여야 가산점 부여 - 사회취약계층 대상자 ① 저소득층, 새터민(북한이탈주민), 여성가장(차상위계층), 장애인의 경우 면접심사에 한하여 3점 가점 부여(중복 시 1개만 인정) ② 해당자는 면접심사 단계에서 증빙서류를 반드시 제출하여야 가산을 받을 수 있음 - 건축분야[건축물 유지보수] 기술자격 대상자 ① 공조냉동기계, 용접(특수용접포함), 에너지관리, 전기, 가스, 배관 취득자는 면접심사에 한하여 가점 부여(중복 시 1개만 인정) 산업기사 이상 3점, 기능사 2점 ② 해당자는 면접심사 단계에서 증빙서류를 반드시 제출하여야 가산을 받을 수 있음 취업		https://korailtech.recruiton.kr/recruit/	https://job.alio.go.kr/recruitview.do?idx=250007	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,대구,인천,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남 / 응시자격: < 공통 응시자격 > ① 학력, 전공, 성별, 연령 제한없음 ※ 다만, 연령의 경우 공고일 기준 만18세 미만자, 2022.09.30.기준 정년 이상자 제외 ※ 정년기준: 만61세[전기, 차량, 시설(토목)] ※ 정년기준: 만65세[시설(토목 외), 경비(건널목경비,건물경비), 역환경, 건물환경, 차량환경] ② 남자의 경
	확인필요	코레일테크(주)	정규직	기계;전기;전자;시설	사업관리,경영.회계.사무,보건.의료,기계,전기.전자,환경.에너지.안전	35	재학생	미표기		2022-08-12	2022-08-26					1차(서류): 10배수 2차(필기): 5배수 3차(면접): 1배수 *보다 자세한 사항은 첨부파일의 채용공고문을 참조		- 취업보호대상자 ① 국가유공자 등 예우 및 지원에 관한 법률 제31조 및 이를 준용하는 법률에 의하여 취업지원을 받을 수 있는 취업보호(지원) 대상자 ② 각 전형마다 만점의 40%이상 득점한 자에 한하여 만점의 5% 또는 10% 가산 ③ 취업보호대상자 가산점부여 합격은 직급별 선발예정인원의 30%를 초과할 수 없음 ※ 취업지원대상자 증명서발급 시 제출처는 “코레일테크(주)”로 발급(“코레일”로 발급 시 가산점 미부여) ※ 가산점 부여 항목 중복 시 본인에게 유리한 것 하나만 적용되며, 원서접수 시 증명서를 제출하여야 가산점 부여 - 자격가점 ① 면접심사 후 최종 점수 산정 시 1회에 한하여 부여 ② 【붙임4】에 따른 해당업무(사무)에 필요한 자격증 보유자는 면접심사 시 가점(1점) 부여 취업보호대상자 등(보다 자세한 사항은 채용공고문 참조)		https://korailtech.recruiton.kr	https://job.alio.go.kr/recruitview.do?idx=243036	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸,대졸(4년),석사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,대구,대전 / 응시자격: <공통 응시자격> ① 만18세 이상 및 정년(만61세) 미만인 자(입사일 기준) ② 남자의 경우 군필 또는 면제자(입사일 기준) ③ 코레일테크(주) 일반직사원인사관리규정에서 정한 결격 사유가 없는 자 【붙임2】 □ 예산(5급) <다음 중 어느 하나를 충족하는 자> 1. 경영 또는 경제* 관련 학사 이상의 학위 소지자로 예
	확인필요	수도권매립지관리공사	청년인턴(체험형)	시설;기계;전기;전자	경영.회계.사무,건설,기계,전기.전자,환경.에너지.안전,연구	22	확인필요	미표기		2022-08-19	2022-09-02					1.채용공고 : 8.19(금)~9.2(금) 14:00 2.응시원서 접수 : 8.24(수) 14:00~9.2(금) 14:00 ? 채용 홈페이지(https://slc.brms.kr/)에서 온라인으로만 접수 3.서류전형 심사 : 9.5(월)~9.6(화) ? 입사지원서 불성실 작성자는 불합격 처리하고 서류전형 평가기준(별첨4)에 따라 평가 ※ 입사지원서 불성실 작성 : 기관명 오기재, 작성항목 누락, 문항별 답변 중복, 의미없는 문자 나열, 문항과 무관한 내용 작성 등 ? 평가점수(가점 포함) 고득점순으로 채용예정인원의 4배수 선발(동점자 전원 합격, 소수점 셋째자리 반올림) ? 가점제외 합산점수가 만점의 40% 미만인 때는 과락처리 4.서류전형 합격자 발표 : 9.8(목) ? 채용홈페이지에서 서류전형 합격자 개별 발표(통보) 5.증빙서류 제출 : 9.8(목)~9.14(수) 14:00 ? 서류전형 합격자에 한해 서류전형 및 우대가점 증빙자료 제출 (6.채용분야별 제출서류 참조) 6.서류검증 : 9.15(목)~9.19(월) ? 지원서 작성사항과 증빙서류 일치여부 검증 ※ 증빙서류 미제출 및 보완 불가의 경우 탈락 처리 ? 서류검증으로 합격자 탈락시 차순위자 검증실시		취업지원대상, 취업보호대상, 장애인, 수도권매립지 주변영향지역 거주자, 저소득층, 북한이탈주민, 다문화가정자녀, 경력단절여성 등 공고문 참조 ※ 대상자는 접수마감일 기준 유효한 가산유형에 대해 입사지원시 해당사항 입력해야 인정 ※ 가산유형 중복시 지원자에게 유리한 점수 하나만 적용 ※ 전형단계별 득점이 만점대비 40% 미만 시 가점 미적용 취업지원대상, 취업보호대상, 장애인, 수도권매립지 주변영향지역 거주자, 저소득층, 북한이탈주민, 다문화가정자녀, 경력단절여성 등 공고문 참조		https://www.slc.or.kr/slc/board/bdFileView.do#/eyJiZE5vIjoxOTAxLCJwYWdlIjoxLCJiY0lkIjoibm90aWNlIiwid2ViUGFnZU5vIjoiMzAwIiwidGFiTm8iOjAsInByZVVSTCI6Imh0dHBzOi8vd3d3LnNsYy5vci5rci9zbGMvbmkvYmJzL25vdGljZS5kbyIsInNlYXJjaENvbmRpdGlvbiI6IjEiLCJzZWFyY2hLZXl3b3Jk	https://job.alio.go.kr/recruitview.do?idx=245944	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 인천 / 응시자격: <공통> ? 「청년고용촉진 특별법 시행령」제2조에 따라 임용일 기준 만 34세 이하인 사람 ※ 다만, 「제대군인지원에 관한 법률」제16조에 따라 제대군인은 군복무기간에 따라 응시연령 연장(1년 미만: 1세, 1년 이상 2년 미만 : 2세, 2년 이상 : 3세) ? 공사 인사규정 제11조 등에 따른 결격사유에 해당하지 않는
	확인필요	한국환경공단	비정규직	시설	화학,환경.에너지.안전	7	재학생	미표기		2022-08-24	2022-09-07					- 1차(서류전형): 3배수, 자격사항(40점), 종합평가(60점) - 2차(면접전형): 1배수, 기본역량(25점), 지식과 경험(25점), 성실성(25점), 대인관계(25점)		- 해당분야 자격증(기사 이상) 보유자 - 법정가점(취업지원대상자), 특별가점(의사상자 및 유가족, 장애인) - 기초생활수급자, 경력단절 여성(서류전형에 한함) ※ 상세 내용은 채용공고문 참조 해당분야 자격증(기사 이상) 보유자, 법정가점(취업지원대상자), 특별가점(의사상자 및 유가족, 장애인), 기초생활수급자, 경력단절 여성		https://www.keco.or.kr/kr/open/recruit/communityid/9/view.do?p=&idx=39890&f=1&q=	https://job.alio.go.kr/recruitview.do?idx=243449	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 인천 / 응시자격: * 공통사항 - 한국환경공단 인사규정 제16조의 결격사유가 없는 자 - 공단 인사규정 제59조에 의거 영리업무 및 겸직근무자 제외 - 공단 채용분야 채용자격기준에 해당하는 자 - 임용예정일(‘22년 9월 예정)부터 근무가 가능한 자 * 촉탁 라급 - 해당분야의 기사자격증 소지자 또는 산업기사 자격을 취득한 후 2년 이상
